nodes,community_labels,clustering_labels_5,clustering_labels_10,clustering_labels_20,clustering_labels_50,clustering_labels_100
102340,8,1,2,9,13,53
102341,1,1,2,5,13,36
102342,1,4,9,18,23,51
102343,8,1,2,17,16,74
102344,1,1,2,5,2,28
102345,0,1,0,11,21,99
102346,8,4,4,18,19,96
10235,6,1,0,2,33,8
10236,0,0,3,2,37,98
10237,0,0,3,6,8,16
10238,0,2,5,5,28,77
10239,4,4,9,12,46,33
1024,2,3,6,10,26,50
10240,2,2,5,5,2,43
10241,4,0,3,6,28,54
10243,0,2,5,5,49,75
10244,1,4,9,1,23,22
10245,2,1,2,17,7,2
10246,5,2,5,5,2,28
10247,5,1,2,17,2,95
10248,5,2,5,11,11,24
10249,4,3,8,4,35,81
1025,1,2,5,1,39,22
10250,4,4,9,1,23,68
10251,0,1,2,9,13,83
10252,4,4,4,10,26,92
10253,1,0,3,6,30,95
10254,8,2,5,13,1,73
10255,9,1,2,17,7,3
10257,8,4,4,15,45,4
10258,1,2,5,13,44,75
10259,4,1,0,11,33,94
1026,4,1,8,17,7,3
10260,9,4,5,1,23,14
10261,6,1,2,9,33,83
10262,6,2,8,7,49,91
10263,8,2,5,5,37,24
10264,8,2,5,5,1,20
10265,0,3,6,19,3,41
10266,4,2,2,17,39,45
10267,8,1,2,9,33,18
10268,2,4,4,10,11,70
10269,4,1,2,17,7,45
1027,2,3,6,19,20,9
10270,2,1,2,4,7,64
10271,5,2,5,14,0,58
10272,5,3,6,19,4,5
10273,5,2,5,5,2,43
10274,11,0,3,14,22,17
10275,4,2,5,5,44,94
10276,14,2,5,5,49,75
10277,4,2,5,13,41,74
10279,3,2,5,17,44,27
1028,0,1,2,9,33,19
10280,4,1,0,17,7,18
10282,5,1,3,6,14,38
10283,7,2,5,13,33,75
10284,0,0,1,14,29,40
10285,0,2,5,19,20,58
10287,15,1,0,11,21,99
10288,9,4,4,18,17,79
10289,8,1,2,5,2,43
1029,0,3,6,0,4,82
10290,4,3,8,7,40,56
10291,6,4,4,18,19,6
10292,5,2,5,5,9,46
10293,8,2,0,11,5,55
10294,4,2,5,7,5,24
10296,6,1,2,9,16,74
10297,6,1,3,4,28,7
10298,6,4,4,15,40,76
10299,2,2,8,7,35,28
1030,3,1,2,9,31,36
10300,5,4,9,18,23,51
103001,3,1,3,6,14,38
103002,0,2,5,13,33,83
103003,7,1,0,2,37,30
103004,5,1,2,17,7,36
103005,1,1,2,9,31,18
103006,10,2,5,13,1,55
103007,5,4,5,1,39,15
103008,0,0,3,6,14,17
103009,1,1,2,9,42,37
10301,1,1,2,9,31,18
103010,13,2,8,7,32,46
103011,5,4,4,16,18,44
103012,1,0,1,3,38,80
103013,16,3,6,3,4,5
103014,3,2,4,10,5,24
103015,2,3,4,10,26,50
103016,7,2,5,13,33,75
103017,2,1,2,9,31,2
103018,1,1,2,9,33,83
103019,13,1,2,17,33,71
10302,0,1,3,9,8,54
103020,0,4,9,18,45,15
103021,14,3,6,0,15,84
103022,0,4,1,14,10,40
103023,9,1,2,4,24,64
103024,2,0,1,14,10,1
103025,4,2,5,5,37,7
103026,2,2,5,17,7,71
103027,2,1,0,17,7,3
103028,1,4,9,12,46,47
103029,2,2,5,5,2,20
10303,5,4,4,18,32,62
103030,11,1,2,9,13,18
103031,1,2,5,1,44,67
103032,5,4,9,18,6,47
103033,3,3,4,10,11,90
103034,1,0,1,3,38,49
103035,7,3,6,10,4,24
103036,0,0,1,3,29,11
103037,10,1,0,2,42,37
103038,3,1,0,4,21,99
103039,0,1,0,2,37,36
10304,0,4,4,10,11,79
103040,0,4,9,18,6,51
103041,0,0,1,15,47,12
103042,7,0,3,15,47,12
103043,9,2,6,13,41,26
103044,4,1,2,9,13,53
103045,4,4,9,12,46,93
103046,1,1,2,9,33,83
103047,10,1,2,9,16,83
103048,1,4,9,12,46,93
103049,4,1,2,9,31,2
10305,5,4,1,15,27,80
103050,1,2,5,14,49,1
103051,18,3,8,7,35,3
103052,2,1,2,17,7,28
103053,9,4,9,12,10,93
103054,1,0,1,14,29,86
103055,9,1,8,17,7,3
103056,8,4,4,15,27,6
103057,5,2,5,13,16,74
103058,9,0,3,6,30,11
10306,9,1,0,4,33,99
103060,5,1,0,4,24,36
103061,7,0,1,14,29,39
103062,2,1,2,5,2,53
103063,7,1,2,9,13,83
103064,1,4,9,12,45,4
103065,2,1,2,17,31,18
103066,4,3,1,10,41,75
103067,1,1,2,9,31,18
103068,9,1,3,6,14,38
103069,1,2,5,1,17,22
10307,5,2,2,17,2,28
103071,9,4,9,12,11,90
103072,1,0,1,14,0,1
103073,5,1,3,6,30,64
103074,2,3,8,7,35,81
103075,9,2,5,1,39,94
103076,2,2,0,11,1,58
103078,10,1,0,13,33,19
103079,1,1,8,4,7,64
10308,2,0,8,3,38,31
103080,6,2,5,1,44,89
103081,3,4,9,12,25,13
103082,1,1,0,9,21,99
103083,1,2,5,13,44,75
103084,1,1,3,6,14,54
103085,3,1,2,9,13,53
103086,9,2,5,1,39,94
103087,0,1,2,9,13,53
103088,7,4,9,12,10,93
103089,8,1,2,17,33,71
10309,8,4,4,18,19,70
103090,1,3,6,0,4,82
103091,8,0,1,14,0,86
103092,11,1,2,9,31,87
103093,4,0,3,6,8,78
103094,0,0,8,7,35,31
103095,1,1,0,11,21,99
103096,16,0,1,14,49,75
103097,1,3,7,16,18,44
103098,4,1,0,2,42,19
103099,11,2,5,13,40,76
1031,9,0,8,17,7,28
10310,3,1,2,17,33,19
103100,16,3,8,7,35,73
103101,7,3,8,7,5,73
103102,11,1,0,4,24,60
103103,9,2,5,17,44,27
103104,9,1,0,4,24,19
103105,1,3,7,8,36,57
103106,6,3,6,0,4,82
103107,6,2,5,13,5,42
103108,6,2,4,13,5,6
103109,2,4,9,12,25,10
10311,6,3,6,19,11,90
103110,0,0,3,6,22,17
103111,7,3,0,4,34,66
103112,9,1,2,17,39,94
103113,6,0,1,15,12,4
103114,13,2,5,13,41,67
103115,9,4,5,1,17,22
103116,1,2,5,17,33,83
103117,3,4,4,10,19,34
103119,6,1,2,9,24,18
10312,1,2,5,13,44,58
103120,0,2,5,5,44,97
103121,0,4,9,14,10,40
103122,2,1,2,17,7,3
103123,8,2,5,1,23,14
103124,5,0,1,15,22,77
103125,9,1,2,4,24,28
103126,1,1,2,17,7,28
103127,9,2,5,5,2,28
103128,9,2,5,13,44,67
103129,6,3,7,16,43,59
10313,7,3,6,19,20,9
103130,4,1,2,17,2,95
103131,6,3,6,10,26,50
103133,0,0,3,6,22,17
103134,6,2,5,5,1,20
103135,1,4,9,18,6,10
103136,6,0,3,6,14,54
103137,6,4,1,15,40,76
103138,5,0,3,6,47,12
103139,0,1,0,2,28,8
10314,0,4,4,15,11,79
103140,10,2,5,1,9,85
103141,11,3,6,0,3,41
103142,7,3,6,19,4,82
103143,7,1,2,4,42,64
103144,0,1,2,9,13,87
103145,8,1,0,9,33,55
103146,6,3,8,7,35,81
103147,2,1,2,13,16,45
103148,4,1,2,17,33,45
103149,5,2,5,5,2,20
10315,5,3,8,7,35,81
103150,6,2,4,1,5,39
103151,9,1,2,6,14,27
103152,0,0,3,14,29,16
103154,0,0,1,14,10,97
103155,3,2,0,11,21,99
103156,5,2,8,7,35,46
103157,7,1,2,5,1,58
103158,11,0,1,15,38,72
103159,3,1,2,9,13,53
10316,9,1,2,17,16,45
103160,3,2,5,5,2,71
103161,1,1,2,9,13,87
103162,10,0,5,14,28,97
103163,3,0,8,4,49,62
103164,8,2,5,14,28,97
103165,2,2,5,1,39,94
103166,0,3,6,11,3,41
103167,1,0,8,3,38,5
103168,11,1,2,17,7,45
103169,0,1,0,4,37,60
10317,5,3,8,7,40,76
103170,2,1,2,17,33,27
103171,7,4,1,14,12,39
103172,7,4,9,18,6,47
103173,7,1,2,9,31,87
103174,8,1,2,9,31,64
103175,9,2,8,7,0,46
103176,2,1,0,2,37,98
103177,8,1,0,9,13,87
103178,3,0,1,14,29,4
103179,2,1,2,9,31,53
10318,0,1,0,2,24,30
103180,9,2,5,1,23,22
103181,4,4,5,1,9,89
103182,1,1,5,5,2,43
103183,1,0,3,14,29,95
103184,6,2,5,2,42,30
103185,4,3,8,7,35,81
103186,10,2,3,5,49,36
103187,9,0,3,6,29,16
103189,9,1,3,6,14,38
10319,5,1,3,6,28,7
103190,1,3,8,3,30,11
103191,4,1,0,2,42,37
103192,2,1,3,6,14,38
103194,0,4,9,12,25,13
103195,2,3,8,3,49,1
103196,0,4,9,18,6,15
103197,0,2,5,5,2,20
103198,4,1,0,4,49,36
103199,1,2,5,5,2,43
1032,13,3,6,11,11,63
10320,6,1,0,2,37,98
103200,2,4,9,12,10,21
103201,9,4,9,18,23,51
103202,2,3,7,8,48,61
103203,5,1,2,9,2,53
103204,11,1,2,13,33,83
103207,9,0,3,6,22,17
103208,5,1,0,2,13,30
103209,11,1,2,17,7,3
10321,11,1,2,9,33,87
103210,5,3,8,7,35,81
103211,0,1,0,9,24,36
103212,5,4,4,1,17,79
103213,5,0,1,14,29,1
103214,9,1,2,17,31,2
103215,9,2,5,5,44,27
103216,8,4,9,18,6,96
103217,8,1,2,5,2,43
103218,1,4,1,12,10,40
103219,4,1,2,17,7,71
10322,9,4,4,1,19,34
103220,2,1,0,4,24,37
103221,7,4,9,18,17,68
103222,3,1,2,17,7,3
103223,1,2,5,1,9,22
103224,1,1,2,9,31,38
103225,6,0,3,6,14,54
103226,2,1,2,9,13,36
103227,11,1,0,2,42,29
103229,4,4,9,18,23,68
10323,9,1,0,4,37,36
103230,0,3,7,3,38,21
103231,4,2,5,1,23,14
103232,11,2,5,13,16,42
103233,6,4,4,18,19,34
103234,5,2,5,5,1,71
103235,9,2,5,5,2,27
103236,6,1,0,4,24,37
103237,6,0,1,14,12,97
103238,5,1,0,4,24,60
103239,14,1,2,17,33,73
10324,11,0,5,13,41,77
103241,10,4,4,18,19,96
103242,2,1,0,9,21,99
103243,4,1,2,17,7,45
103244,16,1,3,6,8,54
103245,5,1,2,9,33,83
103246,4,4,4,18,19,34
103247,16,4,9,12,10,40
103248,4,1,2,17,7,2
103249,9,2,6,11,21,63
10325,12,0,3,14,28,7
103250,11,4,4,18,6,90
103251,9,4,9,1,23,68
103252,2,1,0,4,24,7
103253,6,1,0,2,42,64
103254,6,2,5,1,9,89
103255,1,2,5,1,17,42
103256,1,2,5,5,23,14
103257,5,4,4,18,19,70
103258,2,0,7,16,43,59
103259,10,3,4,7,32,15
10326,0,4,7,8,36,57
103260,5,1,0,13,16,29
103261,0,1,0,9,13,36
103262,8,3,6,10,26,50
103263,7,1,3,5,28,7
103264,1,4,9,12,23,93
103265,2,0,8,4,30,91
103266,6,1,0,2,42,30
103267,6,1,2,9,13,30
103268,5,4,9,18,23,51
103269,11,1,2,2,42,29
10327,4,4,4,7,32,32
103270,1,1,2,4,7,64
103271,11,4,9,1,17,14
103272,4,1,2,17,7,2
103273,13,4,4,10,26,79
103274,10,2,5,1,39,94
103275,6,4,9,18,6,13
103276,7,1,0,2,42,37
103277,1,3,7,16,43,59
103278,9,4,9,12,25,10
103279,8,1,3,2,28,7
10328,0,1,0,2,42,37
103280,1,2,8,7,0,28
103281,2,4,9,18,6,34
103282,10,1,0,2,42,29
103283,5,1,0,2,42,29
103284,1,0,3,6,28,16
103285,15,2,5,14,12,77
103286,2,2,8,11,49,73
103287,7,1,0,4,24,37
103288,1,1,0,11,21,99
103289,7,1,2,4,24,18
10329,11,1,2,13,1,71
103290,7,1,2,9,24,18
103291,5,1,2,17,31,2
103292,1,1,2,9,13,53
103293,4,3,6,11,41,92
103294,1,1,2,9,31,18
103295,6,2,7,16,18,59
103296,5,3,6,11,21,60
103297,9,4,9,18,25,68
103298,14,2,5,13,44,67
103299,0,1,3,6,14,19
1033,12,1,2,9,33,19
10330,3,2,5,5,23,14
103300,2,1,3,6,8,23
103301,5,2,6,19,20,58
103302,5,3,7,16,18,44
103303,4,0,3,2,8,12
103304,3,1,0,9,13,87
103305,0,3,1,10,26,65
103306,7,1,2,9,33,19
103307,3,0,3,6,22,17
103308,9,1,3,6,14,38
103309,1,1,2,9,31,38
10331,2,1,0,17,37,36
103310,0,3,6,19,3,5
103311,4,2,5,1,23,14
103312,9,2,5,1,9,46
103313,10,1,0,2,42,87
103314,4,3,6,11,21,26
103315,3,2,5,5,5,8
103316,3,1,2,9,31,2
103317,1,2,5,13,41,75
103318,2,1,2,17,7,28
103319,0,0,1,14,29,16
10332,11,2,5,1,47,22
103320,1,2,5,17,44,67
103321,0,1,2,9,13,53
103322,2,1,2,17,2,2
103323,3,3,8,16,43,98
103324,1,1,2,9,2,36
103325,13,2,5,5,37,58
103326,7,2,5,13,1,71
103328,2,3,7,16,43,59
103329,8,1,0,4,24,64
10333,5,1,2,13,16,74
103330,8,0,3,15,47,12
103331,0,0,3,6,8,78
103332,5,1,2,13,33,83
103333,1,1,2,13,49,58
103334,2,0,1,14,29,97
103335,3,1,2,5,2,43
103336,7,4,4,18,19,34
103337,5,0,3,6,8,54
103338,9,2,0,11,21,55
103339,0,1,2,9,31,18
10334,10,0,1,15,22,17
103340,1,1,2,17,7,27
103341,1,1,3,6,14,38
103342,9,2,5,13,39,26
103343,6,2,5,13,33,83
103344,8,4,4,10,27,65
103345,0,3,6,19,20,9
103346,4,1,2,17,31,2
103348,4,2,5,1,44,85
103349,4,3,6,11,21,63
10335,2,3,8,3,35,81
10336,8,3,6,11,4,26
10337,7,4,9,18,6,51
10338,1,2,5,5,0,46
10339,3,0,1,15,22,1
1034,1,4,9,18,6,51
10341,2,0,3,6,30,11
10342,7,4,7,12,10,21
10343,6,0,8,3,30,11
10344,8,0,1,14,12,86
10345,5,2,4,1,9,79
10346,7,0,3,15,47,12
10347,4,4,9,18,17,68
10348,2,0,1,14,29,95
10349,0,2,5,13,33,71
1035,5,3,6,11,21,26
10350,8,2,5,5,1,71
10351,1,4,1,14,10,40
10352,5,4,9,18,17,96
10353,9,0,8,7,0,31
10354,9,1,2,17,7,27
1037,0,0,1,14,29,97
1038,8,1,0,2,42,30
1039,2,1,2,9,31,38
1040,8,2,4,1,39,22
104001,5,1,3,6,28,7
104002,9,1,2,17,7,3
104003,2,3,8,7,35,81
104004,13,4,9,12,25,21
104005,7,4,9,18,6,51
104006,11,1,3,6,8,78
104007,16,2,5,2,37,98
104008,0,3,6,19,4,26
104009,0,4,1,3,38,80
104010,5,0,3,6,30,54
104011,3,0,1,3,38,72
104012,2,2,5,11,37,98
104013,6,1,0,2,21,99
104014,11,1,0,2,37,37
104015,8,4,9,12,45,93
104016,1,2,5,1,44,67
104017,11,3,0,11,37,98
104018,0,4,9,14,23,51
104019,10,4,1,15,27,72
104020,0,2,7,16,43,59
104021,2,4,9,12,46,93
104022,6,1,2,9,31,18
104023,4,4,9,1,23,14
104024,3,3,8,7,35,81
104025,5,1,8,4,35,64
104026,0,4,5,1,49,1
104027,0,3,8,11,21,46
104028,1,3,8,3,30,11
104029,0,2,7,16,43,59
104030,5,3,6,13,49,75
104031,4,1,2,17,16,45
104032,5,4,9,18,32,15
104033,4,4,9,12,46,93
104034,0,1,2,5,2,43
104035,2,2,5,14,44,67
104036,2,4,4,1,32,89
104037,4,2,5,13,16,42
104038,5,2,5,5,9,89
104039,9,1,2,9,31,2
104040,12,1,3,4,28,7
104041,9,4,9,1,23,51
104042,2,2,0,2,37,98
104043,2,0,1,14,0,86
104044,10,2,5,5,1,20
104045,15,0,3,6,28,54
104046,0,4,4,1,45,34
104047,1,2,5,5,2,43
104048,8,1,0,2,37,98
104049,3,0,1,14,47,39
104050,0,4,9,12,25,80
104051,1,1,2,9,31,2
104052,8,2,8,7,49,73
104053,8,3,6,19,20,58
104054,2,2,5,17,44,67
104055,8,2,0,5,2,8
104056,1,2,8,5,2,28
104057,3,1,2,9,13,53
104058,5,3,6,10,26,5
104059,7,4,9,1,23,14
104060,5,2,5,5,9,85
104061,5,3,8,7,40,56
104062,0,1,0,4,24,18
104063,0,0,1,14,29,1
104065,5,0,3,6,8,78
104066,6,1,2,9,1,55
104067,4,3,6,19,20,9
104068,10,1,2,9,16,83
104069,8,1,2,4,34,64
104070,6,0,3,6,14,17
104071,5,4,1,14,12,39
104072,5,4,9,1,23,14
104073,11,1,2,17,31,2
104074,9,1,2,9,31,18
104075,4,3,7,16,18,44
104076,2,0,3,6,14,38
104077,15,1,0,2,16,29
104078,6,1,0,13,1,55
104079,0,0,8,3,38,49
104080,0,1,2,13,1,55
104082,6,2,0,2,5,8
104083,4,0,1,15,47,24
104084,7,4,9,12,46,93
104085,2,4,9,1,9,51
104086,1,4,9,12,10,21
104087,7,4,1,3,38,80
104088,2,4,9,12,23,47
104089,1,1,0,2,42,29
104090,0,0,3,4,24,91
104091,1,1,2,17,7,27
104092,2,2,5,5,9,46
104093,5,0,3,14,29,97
104094,2,1,0,11,21,99
104095,2,0,1,14,0,86
104096,3,0,3,14,28,77
104097,10,1,2,9,13,53
104098,8,1,2,4,28,7
104099,6,1,3,6,8,78
1041,2,1,2,9,31,2
104100,4,2,5,17,44,67
104101,0,1,2,9,31,2
104102,7,0,3,6,28,54
104103,9,2,2,17,44,27
104104,2,0,1,14,29,97
104105,3,1,0,7,1,71
104106,1,2,5,7,44,22
104107,12,3,8,7,35,81
104108,5,4,7,16,18,44
104109,1,1,2,9,13,30
104110,0,4,1,14,45,4
104111,0,4,9,12,46,33
104112,9,0,3,6,28,27
104113,9,4,9,7,32,32
104114,9,0,1,3,22,17
104115,1,0,1,14,12,97
104116,2,1,8,4,30,91
104117,6,4,9,18,23,68
104118,8,2,0,13,1,55
104119,1,4,4,1,23,89
104120,14,1,0,9,24,37
104121,4,1,2,17,33,83
104122,0,0,1,14,29,95
104123,2,0,3,6,14,95
104124,5,0,8,7,30,31
104125,4,1,2,17,7,3
104126,0,1,2,17,7,71
104127,3,1,0,4,24,19
104128,5,4,9,1,17,34
104129,9,1,2,17,7,45
104130,9,2,2,13,16,45
104131,2,4,9,18,6,96
104132,5,0,6,13,47,58
104133,5,4,4,18,19,96
104134,4,0,3,4,49,91
104135,10,1,2,9,31,64
104136,0,1,2,13,1,55
104137,9,0,8,3,30,11
104138,11,3,6,19,4,82
104139,11,3,6,19,20,9
104140,2,4,9,18,17,68
104141,1,0,3,6,49,1
104142,8,0,3,6,8,19
104143,9,2,8,13,40,56
104144,1,0,3,6,28,95
104145,1,1,0,4,24,62
104146,1,0,1,14,0,97
104147,2,3,6,19,3,41
104148,2,2,0,2,5,8
104149,9,3,6,7,35,5
104150,16,1,0,2,37,36
104151,1,0,1,14,10,40
104152,9,3,8,3,35,5
104153,6,1,0,11,21,36
104154,5,2,5,13,41,73
104155,5,1,0,4,1,64
104156,0,3,6,19,20,90
104157,0,0,3,6,14,95
104158,9,3,8,3,38,49
104159,0,1,0,9,13,30
104160,4,1,2,17,31,2
104161,2,3,8,7,40,56
104162,8,1,2,9,13,87
104163,11,3,6,19,41,5
104164,3,1,0,2,33,55
104165,3,4,8,7,32,15
104166,2,0,3,14,29,95
104167,4,3,8,4,49,91
104168,5,1,0,4,20,9
104169,10,4,9,1,23,51
104170,2,1,0,4,24,64
104171,2,0,3,6,14,17
104172,0,0,3,15,47,12
104173,0,2,0,5,37,98
104174,1,1,2,17,2,36
104175,6,1,3,6,33,83
104176,6,1,2,9,42,87
104177,5,1,0,11,21,99
104178,8,1,2,9,13,53
104179,1,0,7,16,18,44
104180,1,1,3,6,14,38
104181,9,4,4,18,32,32
104182,9,1,2,9,31,2
104183,11,4,9,1,23,14
104184,12,4,9,12,46,93
104185,9,1,3,6,8,78
104186,4,2,5,1,39,94
104187,2,1,2,17,7,27
104188,10,2,7,16,43,59
104189,2,2,5,17,44,67
104190,2,4,9,12,23,93
104191,8,0,1,3,38,49
104192,5,1,2,9,1,55
104193,11,2,5,13,16,42
104194,11,1,2,2,42,29
104195,9,4,9,18,17,68
104196,5,3,7,0,15,84
104197,7,1,2,9,31,18
104198,6,1,2,13,16,74
104199,9,4,9,12,6,13
1042,7,4,4,1,39,34
104200,2,2,5,17,39,28
104201,3,2,5,5,9,15
104202,0,4,4,15,45,39
104203,7,2,5,1,9,15
104204,0,1,0,2,37,36
104205,3,1,0,9,13,53
104206,7,0,3,6,8,23
104207,10,2,4,1,5,34
104208,0,4,9,18,6,51
104210,4,4,9,1,23,14
104211,9,2,8,17,40,56
104213,8,4,4,1,19,34
104214,4,1,0,17,24,18
104215,9,3,7,16,18,44
104216,11,1,0,2,42,29
104217,1,0,1,14,29,86
104218,2,1,3,5,2,36
104219,7,1,0,4,34,66
104220,2,4,7,16,18,44
104221,2,1,2,17,7,71
104223,7,1,0,2,42,8
104225,1,4,9,12,46,93
104226,2,4,9,12,25,13
104227,14,3,6,19,20,50
104228,2,2,5,5,44,67
104229,11,2,5,5,5,24
104230,5,1,2,9,33,87
104232,3,3,7,16,43,59
104233,9,3,4,10,26,50
104234,9,1,2,17,7,45
104235,11,3,6,10,11,50
104236,0,2,5,5,39,20
104237,8,1,0,4,24,64
104238,0,0,3,14,29,16
104239,9,0,8,3,38,49
104240,9,1,2,4,24,18
104241,5,4,9,12,46,93
104242,1,0,5,14,28,97
104243,1,2,5,1,39,94
104245,3,0,3,3,30,11
104246,5,1,3,13,40,74
104247,8,3,1,15,41,92
104248,2,2,5,13,28,42
104249,11,3,6,0,3,41
104250,9,0,3,14,44,27
104251,4,4,4,1,11,70
104252,5,1,0,4,24,64
104253,10,4,9,12,46,93
104254,1,0,8,3,0,86
104255,4,2,0,2,37,8
104256,5,4,9,18,23,51
104257,5,2,8,17,7,28
104258,1,1,3,6,14,38
104259,10,4,9,18,17,47
104260,9,2,5,1,39,94
104261,8,3,8,4,35,91
104262,0,0,1,14,10,40
104263,0,1,2,5,49,36
104264,0,2,5,5,2,8
104265,5,1,0,2,37,98
104266,2,1,0,11,21,99
104267,1,2,5,5,1,30
104268,1,3,4,7,11,32
104269,5,4,9,18,19,35
104270,7,1,2,9,33,83
104271,6,4,9,18,17,47
104272,5,0,3,15,47,12
104273,9,1,2,17,31,45
104274,9,1,2,17,7,27
104275,9,1,2,5,2,36
104276,12,2,1,14,0,86
104277,8,2,5,13,1,58
104278,1,4,4,1,17,79
104279,3,0,1,14,0,86
104280,0,1,2,13,33,71
104281,7,1,0,4,24,91
104282,11,1,2,17,7,2
104283,6,1,0,4,24,99
104284,0,1,2,9,31,18
104285,5,3,6,0,3,41
104286,3,0,8,7,35,8
104287,7,2,5,13,41,92
104288,9,1,2,17,31,64
104289,7,0,1,14,29,16
104290,6,1,2,9,13,30
104291,6,1,2,17,7,64
104292,1,3,7,8,48,61
104293,9,1,2,17,31,19
104294,2,2,5,5,2,28
104295,5,3,0,11,37,98
104296,7,1,2,2,42,7
104297,13,4,4,18,17,89
104298,13,4,8,3,32,89
104299,7,1,0,2,42,37
1043,11,2,5,13,39,94
104300,14,2,4,1,11,24
104301,8,1,2,9,13,87
104302,1,3,8,7,35,81
104303,5,4,4,1,45,4
104304,1,2,6,11,21,58
104305,11,3,8,7,35,49
104306,8,1,2,9,42,29
104307,7,1,0,2,28,54
104308,3,0,1,14,29,1
104309,10,2,0,5,37,36
104310,3,2,5,19,20,58
104312,9,1,3,6,14,38
104313,5,0,1,15,47,39
104314,13,1,2,9,13,53
104315,8,2,5,15,41,75
104316,2,1,2,17,31,2
104317,1,0,3,14,14,95
1044,1,4,4,18,19,70
1045,7,1,2,9,31,87
1046,6,1,0,5,2,36
1047,5,4,9,12,46,13
1048,3,0,3,6,47,12
1049,9,2,4,10,41,79
1050,5,2,5,13,41,26
105001,4,0,3,4,49,91
105002,9,1,2,9,33,19
105003,0,4,9,12,27,33
105004,1,2,8,7,0,46
105005,1,4,9,12,46,93
105006,0,1,2,9,13,87
105007,4,2,5,13,33,42
105008,10,1,3,6,8,38
105009,11,2,8,17,7,3
105011,0,1,2,9,31,53
105012,0,0,3,6,29,17
105013,4,3,8,7,35,73
105014,1,1,8,7,7,28
105015,8,2,5,13,41,55
105016,0,0,1,14,49,1
105017,0,1,2,9,13,87
105018,9,1,0,2,42,8
105020,5,4,9,1,23,14
105021,9,1,2,17,31,2
105022,7,2,5,13,33,83
105023,0,0,1,14,12,89
105024,7,0,3,6,8,54
105025,1,1,3,6,14,27
105026,1,2,8,7,32,73
105027,2,1,6,19,20,9
105028,0,1,2,9,31,18
105029,2,4,9,1,23,14
105030,5,2,2,13,33,71
105031,0,1,0,13,1,55
105032,6,2,0,2,37,98
105033,7,1,0,2,42,30
105034,10,3,7,16,43,48
105035,1,1,8,4,24,91
105036,1,4,9,18,32,32
105037,1,0,1,14,0,86
105038,8,4,4,15,17,89
105039,5,2,5,5,2,43
105040,1,3,6,11,11,63
105041,8,1,2,9,33,19
105042,9,1,2,17,7,45
105043,7,1,0,9,33,36
105044,7,2,5,5,2,36
105045,4,1,3,6,8,23
105046,6,1,2,9,33,83
105047,5,1,0,4,1,64
105049,0,1,2,5,2,7
105050,6,4,9,1,23,21
105052,1,1,2,17,31,2
105053,1,2,5,1,39,20
105054,4,0,3,3,30,1
105055,2,1,3,6,14,38
105056,1,1,0,4,24,64
105057,12,0,5,14,29,97
105058,0,3,6,19,1,58
105059,9,1,2,9,24,18
105060,3,0,3,6,47,12
105061,1,1,2,9,13,53
105062,5,2,5,14,28,7
105063,8,4,9,12,46,33
105064,9,2,5,17,44,67
105065,5,1,2,4,24,18
105066,0,1,2,9,31,18
105067,9,3,8,7,35,81
105068,9,4,9,12,25,21
105069,3,1,8,7,7,56
105070,1,1,2,9,13,64
105071,2,1,0,5,2,7
105072,8,2,0,2,5,42
105073,0,2,5,5,1,71
105074,5,4,4,18,19,34
105075,1,3,8,7,32,46
105076,5,1,3,6,14,54
105077,1,1,3,6,8,23
105078,0,1,2,17,33,27
105079,11,2,2,17,7,27
105080,2,2,5,1,39,94
105081,1,2,2,17,1,71
105082,5,1,2,13,16,74
105083,9,3,8,17,7,3
105084,9,1,2,9,13,53
105085,4,0,3,14,29,16
105086,4,2,2,17,33,83
105087,2,0,3,14,29,97
105088,5,4,1,3,0,21
105089,2,1,8,4,49,91
105090,9,1,2,17,31,18
105091,2,3,6,7,4,73
105092,8,0,3,3,30,11
105093,8,1,0,4,7,64
105094,2,1,0,9,24,37
105095,5,1,2,9,39,94
105096,1,2,5,5,2,7
105097,1,0,3,14,29,16
105098,8,2,5,13,41,92
105099,10,2,5,13,41,92
1051,8,3,7,16,18,44
105100,1,4,9,1,23,22
105101,2,0,8,3,30,11
105102,7,2,5,1,39,34
105103,0,0,3,6,30,17
105104,5,3,8,7,35,1
105105,2,1,2,9,13,18
105106,3,1,3,6,14,38
105107,7,4,9,12,46,33
105108,1,0,1,15,22,40
105109,6,4,9,18,6,47
105110,5,1,2,9,13,64
105111,0,1,3,6,8,23
105112,1,4,9,18,6,96
105113,9,1,0,4,24,37
105114,1,1,2,17,2,36
105115,1,2,5,5,2,43
105116,0,0,3,6,14,54
105117,3,4,9,18,6,51
105118,10,3,6,11,21,63
105119,2,1,2,9,13,53
105120,3,1,0,9,13,87
105121,8,1,0,13,1,55
105122,5,4,4,10,27,65
105123,7,0,8,3,38,49
105124,2,3,8,7,32,32
105125,9,1,2,17,7,36
105126,5,4,9,18,25,10
105127,9,3,6,7,11,32
105128,1,3,8,7,32,31
105129,8,1,2,9,13,71
105130,8,2,5,13,1,71
105131,7,1,0,2,13,30
105132,7,2,5,5,28,85
105133,2,2,1,14,0,26
105134,4,2,5,5,2,36
105135,8,2,5,13,1,55
105136,9,0,1,14,44,27
105137,2,0,1,3,0,1
105138,6,2,5,5,9,6
105139,2,1,2,9,31,45
105140,2,0,1,3,29,31
105141,10,2,5,5,9,20
105142,7,1,0,2,21,99
105144,2,2,0,11,21,58
