205247	205071  agreement
11360	5313	agreement
11360	9212312	disagreement
11360	9309248	agreement
11360	9312228	disagreement
11360	9312274	agreement
11360	9404280	disagreement
11360	9404343	agreement
11360	9412300	agreement
11360	9501339	neutral
11360	9501382	disagreement
11360	9502260	disagreement
11360	9503489	Neutral
11360	9506430	neutral
11360	9601384	agreement
11360	9603431	disagreement
11360	9605334	agreement
11360	9606370	disagreement
11360	9612380	disagreement
11360	9703446	disagreement
11360	9706438	disagreement
11360	9706476	agreement
11360	9707244	disagreement
11360	9803210	disagreement
11360	9804235	neutral
11360	9806279	Neutral
11360	9808466	agreement
11360	9812236	neutral
11360	9812378	agreement
11360	9902230	agreement
11360	9902362	agreement
11360	9904450	disagreement
11360	9905462	disagreement
11360	9906467	agreement
11360	9907549	disagreement
11360	9909243	disagreement
11360	9909455	agreement
11360	9910366	disagreement
11360	9912321	disagreement
11360	9912330	agreement
11360	9912373	disagreement
9503489	9310301	disagreement
9503489	9311357	disagreement
9503489	9401349	disagreement
9503489	9405401	disagreement
9601384	9206262	agreement
9601384	9404280	agreement
9601384	9405401	agreement
9601384	9406428	agreement
9601384	9409263	agreement
9601384	9503489	agreement
9912373	9307259	disagreement
9912373	9404280	agreement
9912373	9404343	agreement
9912373	9506430	disagreement
9912373	9703301	agreement
9912373	9704448	agreement
9912467	9206262	disagreement
9912467	9305335	disagreement
9912467	9404343	disagreement
9912467	9503489	disagreement
9912467	9507372	disagreement
9912467	9511342	neutral
9912467	9601384	disagreement
9912467	9611345	disagreement
9912467	9704448	agreement
9912467	9705282	agreement
9912467	9705442	agreement
9912467	9710424	disagreement
9912467	9905462	disagreement
9912467	9907238	disagreement
9912467	9910366	disagreement
9912467	9912223	disagreement
9912467	9912373	Neutral
8127	1169	agreement
8127	1194	agreement
8127	2238	disagreement
8127	2258	disagreement
8127	3022	agreement
8127	3221	neutral
8127	4068	disagreement
8127	9203223	neutral
8127	9302281	disagreement
8127	9303293	agreement
8127	9305335	agreement
8127	9306270	disagreement
8127	9307342	disagreement
8127	9401219	disagreement
8127	9405401	disagreement
8127	9406428	disagreement
8127	9406430	agreement
8127	9407389	disagreement
8127	9409458	agreement
8127	9412209	agreement
8127	9502336	disagreement
8127	9503280	agreement
8127	9503443	agreement
8127	9503489	disagreement
8127	9504241	disagreement
8127	9504316	disagreement
8127	9504378	disagreement
8127	9505225	agreement
8127	9505358	neutral
8127	9506326	neutral
8127	9506465	agreement
8127	9507396	agreement
8127	9508343	agreement
8127	9511292	disagreement
8127	9511319	disagreement
8127	9511342	disagreement
8127	9511344	agreement
8127	9511402	disagreement
8127	9512355	disagreement
8127	9601384	agreement
8127	9602234	agreement
8127	9603205	agreement
8127	9603423	disagreement
8127	9605339	agreement
8127	9608318	agreement
8127	9609331	agreement
8127	9612362	disagreement
8127	9701412	disagreement
8127	9703402	disagreement
8127	9704448	agreement
8127	9705442	disagreement
8127	9707213	agreement
8127	9708455	disagreement
8127	9803257	disagreement
8127	9805244	agreement
8127	9806351	agreement
8127	9807332	disagreement
8127	9808299	disagreement
8127	9808312	agreement
8127	9809486	disagreement
8127	9810289	disagreement
8127	9810432	disagreement
8127	9812246	disagreement
8127	9812472	disagreement
8127	9812488	disagreement
8127	9903229	agreement
8127	9903507	disagreement
8127	9904287	disagreement
8127	9905266	disagreement
8127	9905369	agreement
8127	9905413	disagreement
8127	9907238	disagreement
8127	9909386	disagreement
8127	9910271	agreement
8127	9912463	agreement
8127	9912516	disagreement
9703402	9405401	disagreement
9703402	9406428	disagreement
9703402	9409263	disagreement
9703402	9410330	disagreement
9703402	9502262	disagreement
9703402	9503489	agreement
9703402	9504378	disagreement
9703402	9507271	disagreement
9703402	9601384	disagreement
9703402	9603204	disagreement
9810432	9405401	disagreement
9810432	9406428	agreement
9810432	9601384	agreement
9810432	9612348	agreement
9810432	9703402	agreement
9810432	9706508	agreement
9810432	9807332	disagreement
9605339	9209232	disagreement
9605339	9301201	disagreement
9605339	9303202	neutral
9605339	9304295	disagreement
9605339	9311269	disagreement
9605339	9311345	neutral
9605339	9312272	neutral
9605339	9407273	disagreement
9605339	9408228	disagreement
9605339	9412379	disagreement
9605339	9502252	neutral
9605339	9505308	disagreement
9605339	9507424	disagreement
9605339	9508283	agreement
9605339	9510327	agreement
9605339	9511342	agreement
9605339	9511344	agreement
9605339	9603350	disagreement
9603368	9209232	agreement
9603368	9303202	disagreement
9603368	9406430	agreement
9603368	9504316	disagreement
9603368	9511342	agreement
9603368	9511344	agreement
9807332	9405401	agreement
9807332	9406428	disagreement
9807332	9502262	disagreement
9807332	9601384	agreement
9807332	9703402	agreement
9511344	9404220	agreement
9511344	9406430	agreement
9511344	9406431	disagreement
9511344	9408376	agreement
9511344	9504316	disagreement
9511344	9504378	disagreement
4068	9306270	neutral
4068	9404280	disagreement
4068	9404343	agreement
4068	9405401	disagreement
4068	9406428	disagreement
4068	9503489	agreement
4068	9601384	disagreement
4068	9703402	disagreement
4068	9703446	disagreement
4068	9805443	agreement
4068	9807332	disagreement
4068	9810432	disagreement
4068	9907238	disagreement
9704448	9301201	neutral
9704448	9301283	disagreement
9704448	9302281	disagreement
9704448	9305335	disagreement
9704448	9401219	agreement
9704448	9405394	agreement
9704448	9406430	disagreement
9704448	9406431	disagreement
9704448	9407389	disagreement
9704448	9408376	neutral
9704448	9412209	disagreement
9704448	9412311	disagreement
9704448	9504316	agreement
9704448	9504378	agreement
9704448	9505358	disagreement
9704448	9507240	disagreement
9704448	9508283	agreement
9704448	9508343	agreement
9704448	9511344	agreement
9704448	9603423	disagreement
9704448	9605339	disagreement
9704448	9606310	disagreement
9704448	9608318	agreement
9704448	9609447	disagreement
9704448	9701398	disagreement
9704448	9702426	disagreement
9704448	9703452	disagreement
3221	1175	agreement
3221	1286	agreement
3221	2033	disagreement
3221	2035	disagreement
3221	3033	agreement
3221	9304240	Neutral
3221	9306270	disagreement
3221	9408384	agreement
3221	9409458	disagreement
3221	9501379	agreement
3221	9507378	disagreement
3221	9511344	disagreement
3221	9512355	agreement
3221	9605339	agreement
3221	9705442	disagreement
3221	9708310	agreement
3221	9711385	disagreement
3221	9711456	disagreement
3221	9801271	disagreement
3221	9803257	agreement
3221	9803315	neutral
3221	9804227	agreement
3221	9804241	agreement
3221	9804306	disagreement
3221	9805494	disagreement
3221	9806279	disagreement
3221	9808433	agreement
3221	9808443	neutral
3221	9810442	disagreement
3221	9812236	disagreement
3221	9903229	agreement
3221	9903498	disagreement
3221	9904468	disagreement
3221	9905403	disagreement
3221	9905413	agreement
3221	9908409	disagreement
3221	9909317	disagreement
3221	9909538	disagreement
3221	9910271	disagreement
3221	9910301	agreement
3221	9910416	agreement
9503423	9406205	agreement
9019	7244	agreement
9019	9711395	disagreement
9019	9711396	agreement
9019	9812305	disagreement
9019	9909296	agreement
7244	5101	disagreement
7244	6160	disagreement
7244	6254	disagreement
7244	9212206	disagreement
7244	9401308	disagreement
7244	9408214	neutral
7244	9604284	agreement
7244	9703327	disagreement
7244	9703332	disagreement
7244	9711395	disagreement
7244	9711396	disagreement
7244	9804233	disagreement
7244	9804290	agreement
7244	9806509	neutral
7244	9812287	disagreement
7244	9906538	disagreement
9812305	9711395	disagreement
9812305	9711396	disagreement
9812305	9802284	agreement
9812305	9804233	disagreement
9812305	9804403	disagreement
9812305	9808444	disagreement
9812305	9810509	disagreement
9812305	9810514	disagreement
9812305	9811473	disagreement
9411362	9404284	disagreement
9412215	9308237	agreement
9412215	9402208	disagreement
201207	112034	agreement
201207	9302267	disagreement
201207	9304307	disagreement
201207	9308352	disagreement
201207	9310320	disagreement
201207	9403338	agreement
201207	9412367	agreement
201207	9412385	disagreement
201207	9504292	disagreement
201207	9504312	disagreement
201207	9609279	disagreement
201207	9612232	disagreement
201207	9802334	disagreement
201207	9812475	agreement
201207	9904249	disagreement
201207	9907213	disagreement
201207	9909265	agreement
9907213	9206205	agreement
9907213	9303241	disagreement
9907213	9409421	agreement
9907213	9411426	agreement
9907213	9602415	disagreement
9907213	9609279	agreement
9907213	9705397	neutral
9907213	9705442	Neutral
9907213	9807424	disagreement
9907213	9810289	disagreement
9907213	9901280	disagreement
9907213	9903360	disagreement
9907213	9904408	disagreement
9504292	9204215	disagreement
9504292	9204225	agreement
9504292	9205234	disagreement
9504292	9212278	disagreement
9504292	9303303	disagreement
9504292	9303320	disagreement
9504292	9304307	agreement
9504292	9310320	disagreement
9504292	9403338	disagreement
9504292	9412385	disagreement
9504292	9502418	disagreement
9904249	9203220	agreement
9904249	9204225	agreement
9904249	9403338	agreement
9904249	9406417	disagreement
9904249	9412367	disagreement
9904249	9412385	agreement
9904249	9501277	agreement
9904249	9505275	disagreement
9904249	9507371	disagreement
9904249	9509410	agreement
9904249	9510442	disagreement
9904249	9611277	disagreement
9904249	9612232	Neutral
9904249	9612365	disagreement
9904249	9702359	agreement
9904249	9802334	disagreement
9904249	9803335	disagreement
9904249	9807216	agreement
9904249	9807228	disagreement
9904249	9807502	neutral
9904249	9811282	disagreement
9904249	9811463	agreement
9904249	9901243	agreement
9904249	9905202	agreement
9310320	9206205	agreement
9310320	9212278	agreement
9310320	9303230	disagreement
9310320	9303241	agreement
9310320	9303303	agreement
9310320	9304299	agreement
9310320	9304307	disagreement
9310320	9305262	disagreement
9310320	9308363	agreement
9310320	9309335	disagreement
9412385	9205234	agreement
9412385	9303320	agreement
9412385	9308333	disagreement
9412385	9403338	agreement
9612232	9207279	disagreement
9612232	9306242	disagreement
9612232	9308333	agreement
9612232	9402291	agreement
9612232	9403338	disagreement
9612232	9410326	agreement
9612232	9412367	agreement
9612232	9412385	disagreement
9612232	9503215	disagreement
9612232	9503313	disagreement
9612232	9504292	disagreement
9612232	9505384	agreement
9612232	9509410	agreement
9612232	9511237	agreement
9612232	9610431	agreement
9612232	9611277	disagreement
9609279	9206205	disagreement
9609279	9301212	disagreement
9609279	9302267	disagreement
9609279	9303241	disagreement
9609279	9303249	disagreement
9609279	9307364	disagreement
9609279	9310311	agreement
9609279	9311357	agreement
9609279	9410267	disagreement
9609279	9412361	disagreement
9609279	9501281	disagreement
9609279	9503258	agreement
9609279	9504330	disagreement
9609279	9505233	disagreement
9609279	9506243	agreement
9609279	9507262	disagreement
9609279	9507416	agreement
9609279	9602438	disagreement
9609279	9603210	disagreement
9609279	9606247	disagreement
9609279	9606327	Agreement
9504312	9205234	agreement
9504312	9212278	agreement
9504312	9403203	agreement
9504312	9403338	agreement
9504312	9412385	disagreement
9504312	9504292	disagreement
9412367	9205234	agreement
9412367	9303320	agreement
9412367	9307344	agreement
9412367	9310307	agreement
9412367	9401274	Disagreement
9412367	9403338	agreement
9412367	9407382	disagreement
112034	2044	disagreement
112034	2150	disagreement
112034	2263	disagreement
112034	3007	disagreement
112034	4115	disagreement
112034	5080	disagreement
112034	6138	disagreement
112034	6312	agreement
112034	6355	agreement
112034	7018	neutral
112034	12118	agreement
112034	9403338	disagreement
112034	9412367	disagreement
112034	9412385	agreement
112034	9509410	disagreement
112034	9606388	disagreement
112034	9611277	disagreement
112034	9611293	disagreement
112034	9612232	disagreement
112034	9701269	neutral
112034	9712392	disagreement
112034	9802334	agreement
112034	9803404	disagreement
112034	9807235	agreement
112034	9807327	agreement
112034	9808293	disagreement
112034	9808296	disagreement
112034	9809415	agreement
112034	9811252	disagreement
112034	9811447	disagreement
112034	9812538	disagreement
112034	9904249	disagreement
112034	9904382	disagreement
112034	9905202	disagreement
112034	9906232	disagreement
112034	9906297	disagreement
112034	9907390	disagreement
112034	9907432	agreement
112034	9908435	disagreement
112034	9908451	disagreement
112034	9910522	disagreement
112034	9911275	disagreement
112034	9911395	disagreement
9302267	9206205	disagreement
9409377	9302299	disagreement
9302299	9206247	disagreement
205134	4213	disagreement
205134	11337	disagreement
205134	101336	agreement
205134	103197	agreement
205134	104062	disagreement
205134	201094	agreement
205134	202170	neutral
205134	203004	neutral
205134	204101	disagreement
204101	1253	agreement
204101	3119	disagreement
204101	3238	disagreement
204101	3323	disagreement
204101	4004	neutral
204101	4173	disagreement
204101	6001	disagreement
204101	8021	agreement
204101	8292	disagreement
204101	11323	agreement
204101	11355	disagreement
204101	11392	disagreement
204101	12155	disagreement
204101	12219	disagreement
204101	12308	agreement
204101	101276	neutral
204101	104062	neutral
204101	104110	agreement
204101	104126	disagreement
204101	105103	disagreement
204101	109001	disagreement
204101	109090	agreement
204101	109197	agreement
204101	109238	agreement
204101	201071	agreement
204101	202128	disagreement
204101	202170	disagreement
204101	203158	neutral
204101	204029	agreement
204101	9403384	neutral
204101	9404282	neutral
204101	9411308	disagreement
204101	9501287	disagreement
204101	9504327	agreement
204101	9509204	agreement
204101	9603244	disagreement
204101	9604283	disagreement
204101	9608478	agreement
204101	9612446	agreement
204101	9704423	disagreement
204101	9705356	agreement
204101	9706261	disagreement
204101	9708398	disagreement
